raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Polytechnic (Entrepreneurship),Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
Polytechnic / Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
Polytechnic - Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Accounting",Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Banking and Finance",Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Banking and Finance),Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Business Administration),Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, International Business",Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Polytechnic / International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Operations Management",Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
Dip. Engg - International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
"Dip. Engg, Banking and Finance",Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Post Graduate Diploma - Human Resources Management,Post Graduate Diploma,Post Graduate Diploma,Human Resources Management,,resolved,L1,1.0,100,wrong_field
Polytechnic in Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Accounting),Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Polytechnic (Commerce),Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Polytechnic in Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Operations Management",Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (International Business),Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Polytechnic (Accounting),Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Banking and Finance",Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Polytechnic / Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
"Polytechnic, Commerce",Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Commerce",Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Polytechnic in Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Commerce",Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Finance",Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Entrepreneurship",Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
Polytechnic - Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Business Administration",Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Post Graduate Diploma (Human Resources Management),Post Graduate Diploma,Post Graduate Diploma,Human Resources Management,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Entrepreneurship),Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
Polytechnic - International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Polytechnic - Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg in Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"Polytechnic, International Business",Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Business Administration",Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Marketing",Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Marketing),Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Polytechnic (Banking and Finance),Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Accounting",Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Polytechnic - Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Polytechnic (Operations Management),Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
Polytechnic in Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg in Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
Dip. Engg - Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Business Administration",Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Polytechnic in Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Human Resources Management),Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
"Polytechnic, Finance",Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Polytechnic - Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Entrepreneurship),Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Polytechnic in Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Post Graduate Diploma in Business Management (Hons),Post Graduate Diploma,Post Graduate Diploma,,Business Administration,resolved,L1,1.0,100,wrong_field
Dip. Engg - Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg in International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Polytechnic in Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Operations Management),Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
Polytechnic / Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
Polytechnic / Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg in Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Commerce),Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Polytechnic / Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Dip. Engg - Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Finance),Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg - Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Post Graduate Diploma in Management Hons,Post Graduate Diploma,Post Graduate Diploma,,Business Administration,resolved,L1,1.0,100,wrong_field
Dip. Engg / Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
