raw_string,canonical_name,normalized,source,confidence
Bachelor of Business Administration in Accounting,Bachelor of Business Administration,bachelor of business administration accounting,generated_permutation,1.0
Bachelor of Business Administration (Accounting),Bachelor of Business Administration,bachelor of business administration accounting,generated_permutation,1.0
"Bachelor of Business Administration, Accounting",Bachelor of Business Administration,bachelor of business administration accounting,generated_permutation,1.0
Bachelor of Business Administration / Accounting,Bachelor of Business Administration,bachelor of business administration accounting,generated_permutation,1.0
BSc - Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc in Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc (Accounting),Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
"BSc, Accounting",Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc / Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc - Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc in Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc (Accounting),Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
"B.Sc, Accounting",Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc / Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B. Sc - Accounting,Bachelor of Business Administration,b sc accounting,generated_permutation,1.0
B. Sc in Accounting,Bachelor of Business Administration,b sc accounting,generated_permutation,1.0
B. Sc (Accounting),Bachelor of Business Administration,b sc accounting,generated_permutation,1.0
"B. Sc, Accounting",Bachelor of Business Administration,b sc accounting,generated_permutation,1.0
B. Sc / Accounting,Bachelor of Business Administration,b sc accounting,generated_permutation,1.0
B.Sc. - Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc. in Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc. (Accounting),Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
"B.Sc., Accounting",Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
B.Sc. / Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSC - Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSC in Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSC (Accounting),Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
"BSC, Accounting",Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSC / Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc Hons - Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc Hons in Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc Hons (Accounting),Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
"BSc Hons, Accounting",Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
BSc Hons / Accounting,Bachelor of Business Administration,bsc accounting,generated_permutation,1.0
Master of Business Administration - Accounting,Master of Business Administration,master of business administration accounting,generated_permutation,1.0
Master of Business Administration in Accounting,Master of Business Administration,master of business administration accounting,generated_permutation,1.0
Master of Business Administration (Accounting),Master of Business Administration,master of business administration accounting,generated_permutation,1.0
"Master of Business Administration, Accounting",Master of Business Administration,master of business administration accounting,generated_permutation,1.0
Master of Business Administration / Accounting,Master of Business Administration,master of business administration accounting,generated_permutation,1.0
MSc - Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
MSc in Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
MSc (Accounting),Master of Business Administration,msc accounting,generated_permutation,1.0
"MSc, Accounting",Master of Business Administration,msc accounting,generated_permutation,1.0
MSc / Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
M.Sc - Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
M.Sc in Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
M.Sc (Accounting),Master of Business Administration,msc accounting,generated_permutation,1.0
"M.Sc, Accounting",Master of Business Administration,msc accounting,generated_permutation,1.0
M.Sc / Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
M. Sc - Accounting,Master of Business Administration,m sc accounting,generated_permutation,1.0
M. Sc in Accounting,Master of Business Administration,m sc accounting,generated_permutation,1.0
M. Sc (Accounting),Master of Business Administration,m sc accounting,generated_permutation,1.0
"M. Sc, Accounting",Master of Business Administration,m sc accounting,generated_permutation,1.0
M. Sc / Accounting,Master of Business Administration,m sc accounting,generated_permutation,1.0
MSC - Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
MSC in Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
MSC (Accounting),Master of Business Administration,msc accounting,generated_permutation,1.0
"MSC, Accounting",Master of Business Administration,msc accounting,generated_permutation,1.0
MSC / Accounting,Master of Business Administration,msc accounting,generated_permutation,1.0
M.S. - Accounting,Master of Business Administration,ms accounting,generated_permutation,1.0
M.S. in Accounting,Master of Business Administration,ms accounting,generated_permutation,1.0
M.S. (Accounting),Master of Business Administration,ms accounting,generated_permutation,1.0
"M.S., Accounting",Master of Business Administration,ms accounting,generated_permutation,1.0
M.S. / Accounting,Master of Business Administration,ms accounting,generated_permutation,1.0
MS - Accounting,Master of Business Administration,ms accounting,generated_permutation,1.0
MS in Accounting,Master of Business Administration,ms accounting,generated_permutation,1.0
MS (Accounting),Master of Business Administration,ms accounting,generated_permutation,1.0
"MS, Accounting",Master of Business Administration,ms accounting,generated_permutation,1.0
MS / Accounting,Master of Business Administration,ms accounting,generated_permutation,1.0
Post Graduate Diploma - Accounting,Post Graduate Diploma,post graduate diploma accounting,generated_permutation,1.0
Post Graduate Diploma in Accounting,Post Graduate Diploma,post graduate diploma accounting,generated_permutation,1.0
